filename,title,artist,date,source,source_url,image_url,downloaded,error
cleveland_museum_8ec9ff8b.jpg,Portrait of Dora Wheeler,"William, Merritt, Chase, (American,, 1849–1916)",1882–83,Cleveland Museum,https://clevelandart.org/art/1921.1239,https://openaccess-cdn.clevelandart.org/1921.1239/1921.1239_web.jpg,True,
cleveland_museum_244c192f.jpg,Portrait of Agostino Barbarigo,"Paolo, Veronese, (Italian,, 1528–1588)",after c. 1571,Cleveland Museum,https://clevelandart.org/art/1928.16,https://openaccess-cdn.clevelandart.org/1928.16/1928.16_web.jpg,True,
cleveland_museum_43be814a.jpg,Portrait of Tieleman Roosterman,"Frans, Hals, (Dutch,, c., 1581–1666)",1634,Cleveland Museum,https://clevelandart.org/art/1999.173,https://openaccess-cdn.clevelandart.org/1999.173/1999.173_web.jpg,True,
cleveland_museum_dd4376ec.jpg,Portrait of a Woman,"Rembrandt, van, Rijn, (Dutch,, 1606–1669)",1635 or earlier,Cleveland Museum,https://clevelandart.org/art/1944.90,https://openaccess-cdn.clevelandart.org/1944.90/1944.90_web.jpg,True,
cleveland_museum_06a0b296.jpg,"Portrait of a Man, Possibly Girolamo Rosati","Lorenzo, Lotto, (Italian,, 1480–1556)",1533–34,Cleveland Museum,https://clevelandart.org/art/1950.250,https://openaccess-cdn.clevelandart.org/1950.250/1950.250_web.jpg,True,
cleveland_museum_1a6e3b42.jpg,Portrait of Mary Wise,"Thomas, Gainsborough, (British,, 1727–1788)",c. 1774,Cleveland Museum,https://clevelandart.org/art/1944.82,https://openaccess-cdn.clevelandart.org/1944.82/1944.82_web.jpg,True,
